timestamp,open,high,low,close,volume
2020-04-18,7026.76,7288.2,7022.66,7247.69,347490.11
2020-04-19,7247.69,7261.28,7061.61,7121.57,317423.58
2020-04-20,7121.57,7206.96,6768.2,6832.32,633902.49
2020-04-21,6832.32,6923.82,6765.76,6843.11,451563.6
2020-04-22,6843.11,7147.79,6820.25,7124.44,431894.98
2020-04-23,7124.44,7622.49,7031.07,7483.24,532331.49
2020-04-24,7483.24,7604.95,7415.89,7501.15,402083.93
2020-04-25,7501.15,7665.98,7442.49,7539.82,346249.07
2020-04-26,7539.82,7695.73,7517.63,7693.45,358537.18
2020-04-27,7693.45,7779.77,7631.68,7773.55,387804.85
2020-04-28,7773.55,7777.61,7662.48,7744.38,323324.19
2020-04-29,7744.38,8925.84,7731.38,8776.18,771333.04
2020-04-30,8776.18,9448.64,8431.41,8629.04,921590.38
2020-05-01,8629.04,9045.1,8620.39,8823.38,475831.99
2020-05-02,8823.38,9008.02,8763.36,8971.99,381877.05
2020-05-03,8971.99,9188.84,8733.77,8893.43,489237.58
2020-05-04,8893.43,8949.19,8528.06,8871.63,485824.96
2020-05-05,8871.63,9102.1,8810.06,9022.6,442193.3
2020-05-06,9022.6,9384.59,8919.84,9141.24,555362.78
2020-05-07,9141.24,10037.06,9071.85,9979.7,687684.67
2020-05-08,9979.7,10027.28,9723.41,9804.98,505019.63
2020-05-09,9804.98,9914.01,9531.04,9544.47,689091.15
2020-05-10,9544.47,9560.24,8317.08,8740.28,1000200.84
2020-05-11,8740.28,9136.77,8277.62,8573.94,849355.99
2020-05-12,8573.94,8966.6,8538.22,8812.32,462973.71
2020-05-13,8812.32,9393.32,8795.44,9303.63,541909.0
2020-05-14,9303.63,9909.77,9263.67,9791.98,716429.34
2020-05-15,9791.98,9835.72,9207.65,9316.55,636745.99
2020-05-16,9316.55,9579.81,9229.93,9382.17,403522.26
2020-05-17,9382.17,9874.37,9330.99,9676.97,434324.02
2020-05-18,9676.97,9941.52,9548.75,9730.74,427144.21
2020-05-19,9730.74,9888.68,9490.99,9773.41,412571.51
2020-05-20,9773.41,9836.62,9381.95,9512.35,440178.76
2020-05-21,9512.35,9570.09,8825.48,9067.26,534608.93
2020-05-22,9067.26,9255.63,8949.06,9170.07,389662.39
2020-05-23,9170.07,9303.85,9093.76,9177.18,327257.8
2020-05-24,9177.18,9295.4,8724.79,8725.34,409816.43
2020-05-25,8725.34,8970.01,8665.81,8897.63,365723.6
2020-05-26,8897.63,9006.68,8707.83,8841.17,324919.88
2020-05-27,8841.17,9215.3,8816.67,9199.26,332209.36
2020-05-28,9199.26,9618.23,9117.25,9575.85,368014.98
2020-05-29,9575.85,9598.86,9350.95,9424.57,318658.05
2020-05-30,9424.57,9730.85,9337.56,9694.64,273516.79
2020-05-31,9694.64,9697.48,9404.97,9454.93,274519.58
2020-06-01,9454.93,10317.1,9427.2,10192.8,295308.89
2020-06-02,10192.8,10206.57,9355.67,9524.59,427726.38
2020-06-03,9524.59,9667.25,9414.25,9664.25,211228.41
2020-06-04,9664.25,9869.18,9475.34,9789.82,224323.1
2020-06-05,9789.82,9847.49,9625.2,9625.33,211868.64
2020-06-06,9625.33,9731.17,9545.63,9667.87,140167.54
2020-06-07,9667.87,9794.29,9399.46,9746.55,219023.49
2020-06-08,9746.55,9796.3,9654.01,9779.14,166068.83
2020-06-09,9779.14,9866.61,9612.72,9769.04,179882.63
2020-06-10,9769.04,9979.2,9706.2,9882.32,217952.36
2020-06-11,9882.32,9952.3,9172.24,9283.38,346574.83
2020-06-12,9283.38,9551.32,9246.64,9466.63,200910.35
2020-06-13,9466.63,9488.22,9358.0,9473.23,145875.5
2020-06-14,9473.23,9479.63,9256.3,9341.8,134103.04
2020-06-15,9341.8,9492.18,8923.14,9424.95,276869.91
2020-06-16,9424.95,9584.3,9375.12,9523.72,221136.67
2020-06-17,9523.72,9556.03,9250.97,9462.87,225775.86
2020-06-18,9462.87,9482.35,9284.2,9386.57,196912.34
2020-06-19,9386.57,9424.67,9246.59,9311.74,234608.11
2020-06-20,9311.74,9395.22,9187.51,9358.45,187676.9
2020-06-21,9358.45,9411.81,9284.07,9294.66,172355.7
2020-06-22,9294.66,9773.95,9279.79,9684.99,252635.47
2020-06-23,9684.99,9717.72,9579.49,9624.97,205153.5
2020-06-24,9624.97,9667.89,9212.55,9300.73,223918.51
2020-06-25,9300.73,9336.27,9014.02,9248.74,236406.65
2020-06-26,9248.74,9296.95,9050.56,9161.31,228330.26
2020-06-27,9161.31,9194.13,8860.79,9012.23,188743.31
2020-06-28,9012.23,9188.81,8949.39,9122.27,137745.08
2020-06-29,9122.27,9233.12,9028.87,9186.28,181032.69
2020-06-30,9186.28,9199.88,9069.78,9137.34,178920.64
2020-07-01,9137.34,9289.96,9094.88,9229.75,156336.34
2020-07-02,9229.75,9260.46,8953.25,9086.63,215105.99
2020-07-03,9086.63,9122.71,9044.74,9062.04,148459.3
2020-07-04,9062.04,9187.59,9045.49,9135.62,101264.47
2020-07-05,9135.62,9143.51,8924.41,9075.73,134291.98
2020-07-06,9075.73,9367.4,9058.62,9342.66,221930.85
2020-07-07,9342.66,9373.49,9207.51,9256.27,146668.05
2020-07-08,9256.27,9466.91,9233.01,9435.26,177520.79
2020-07-09,9435.26,9439.98,9173.35,9233.91,153030.27
