timestamp,open,high,low,close,volume
2025-07-17 20:00:00,118951.98,119436.09,118394.25,119432.06,2052.61
2025-07-17 21:00:00,119432.06,120959.86,119431.89,120265.26,4631.14
2025-07-17 22:00:00,120265.26,120691.9,119486.15,119769.37,1980.64
2025-07-17 23:00:00,119769.37,119878.56,119167.17,119178.66,1921.67
2025-07-18 00:00:00,119178.66,119787.78,119020.62,119744.68,1690.68
2025-07-18 01:00:00,119744.68,120774.54,119645.41,120340.05,3065.01
2025-07-18 02:00:00,120340.05,120395.93,119871.46,120092.31,1698.32
2025-07-18 03:00:00,120092.31,120480.02,119950.76,120222.07,1306.44
2025-07-18 04:00:00,120222.07,120486.4,119750.18,120407.06,1375.54
2025-07-18 05:00:00,120407.06,120630.78,120212.29,120581.92,2057.2
2025-07-18 06:00:00,120581.92,120818.87,120080.32,120244.09,1782.36
2025-07-18 07:00:00,120244.09,120381.59,119297.91,119350.71,3237.07
2025-07-18 08:00:00,119350.71,119469.77,118396.56,118639.95,3255.47
2025-07-18 09:00:00,118639.95,118976.43,118448.76,118880.17,1940.67
2025-07-18 10:00:00,118880.17,119259.62,118509.78,119246.71,1752.83
2025-07-18 11:00:00,119246.71,119282.64,118777.27,119170.22,1167.12
2025-07-18 12:00:00,119170.22,119517.58,119141.19,119437.06,1382.99
2025-07-18 13:00:00,119437.06,119437.29,118490.08,118773.69,3114.53
2025-07-18 14:00:00,118773.69,119243.73,117312.82,118135.65,5854.31
2025-07-18 15:00:00,118135.65,118262.21,117472.0,117852.84,3089.33
2025-07-18 16:00:00,117852.84,118050.64,117475.43,117551.92,2380.8
2025-07-18 17:00:00,117551.92,117993.95,117365.85,117596.05,1978.34
2025-07-18 18:00:00,117596.05,117719.96,117248.27,117308.09,1630.28
2025-07-18 19:00:00,117308.09,117872.31,117129.95,117369.32,2585.33
2025-07-18 20:00:00,117369.32,117543.27,116822.19,117402.52,2950.96
2025-07-18 21:00:00,117402.52,117883.77,117366.31,117680.15,1301.53
2025-07-18 22:00:00,117680.15,117966.36,117404.04,117691.62,1371.63
2025-07-18 23:00:00,117691.62,118021.98,117463.1,117932.03,1240.78
2025-07-19 00:00:00,117932.03,118032.33,117716.82,117742.91,822.83
2025-07-19 01:00:00,117742.91,118108.62,117620.56,118039.48,808.41
2025-07-19 02:00:00,118039.48,118295.41,117940.37,118206.26,918.37
2025-07-19 03:00:00,118206.26,118378.58,118128.92,118331.56,1007.67
2025-07-19 04:00:00,118331.56,118368.26,118099.29,118137.19,1306.82
2025-07-19 05:00:00,118137.19,118290.66,118047.86,118209.08,587.55
2025-07-19 06:00:00,118209.08,118268.96,118070.35,118168.48,481.17
2025-07-19 07:00:00,118168.48,118329.56,118155.75,118169.2,546.97
2025-07-19 08:00:00,118169.2,118270.93,117946.04,118103.29,875.56
2025-07-19 09:00:00,118103.29,118327.47,118074.03,118240.23,570.62
2025-07-19 10:00:00,118240.23,118478.0,118182.06,118441.72,694.05
2025-07-19 11:00:00,118441.72,118492.4,118172.75,118328.79,644.55
2025-07-19 12:00:00,118328.79,118332.11,118102.15,118241.8,761.48
2025-07-19 13:00:00,118241.8,118317.67,118086.31,118196.8,598.46
2025-07-19 14:00:00,118196.8,118229.07,117636.24,117674.62,1643.69
2025-07-19 15:00:00,117674.62,118240.43,117661.09,118061.72,785.28
2025-07-19 16:00:00,118061.72,118159.77,117851.52,117973.92,775.29
2025-07-19 17:00:00,117973.92,117986.26,117741.43,117810.66,564.87
2025-07-19 18:00:00,117810.66,118028.96,117759.37,117859.36,432.38
2025-07-19 19:00:00,117859.36,118141.27,117601.35,118008.91,731.43
2025-07-19 20:00:00,118008.91,118145.67,117705.1,117719.14,559.65
2025-07-19 21:00:00,117719.14,117838.78,117280.17,117703.06,1405.9
2025-07-19 22:00:00,117703.06,117848.79,117528.9,117789.9,610.76
2025-07-19 23:00:00,117789.9,117932.63,117737.83,117839.64,395.15
2025-07-20 00:00:00,117839.64,117995.38,117648.33,117942.1,528.13
2025-07-20 01:00:00,117942.1,118132.86,117895.72,117942.14,809.93
2025-07-20 02:00:00,117942.14,118009.75,117770.12,117980.5,683.7
2025-07-20 03:00:00,117980.5,118161.99,117722.33,117961.14,1118.14
2025-07-20 04:00:00,117961.14,118126.33,117894.75,117955.25,494.19
2025-07-20 05:00:00,117955.25,117980.51,117799.4,117848.36,493.89
2025-07-20 06:00:00,117848.36,117888.19,117766.28,117826.94,335.79
2025-07-20 07:00:00,117826.94,118216.89,117826.7,118025.7,728.77
2025-07-20 08:00:00,118025.7,118255.74,118025.56,118159.58,1324.69
2025-07-20 09:00:00,118159.58,118280.23,117891.64,117918.12,1170.51
2025-07-20 10:00:00,117918.12,117998.85,117880.68,117893.49,763.86
2025-07-20 11:00:00,117893.49,118082.36,117822.72,117882.57,856.45
2025-07-20 12:00:00,117882.57,118171.75,117726.2,118081.41,2414.18
2025-07-20 13:00:00,118081.41,118411.07,118080.95,118405.75,1236.13
2025-07-20 14:00:00,118405.75,118794.33,118280.74,118461.73,2167.8
2025-07-20 15:00:00,118461.73,118771.38,118351.11,118676.6,1139.48
2025-07-20 16:00:00,118676.6,118858.82,118460.66,118559.0,1545.86
2025-07-20 17:00:00,118559.0,118559.01,117956.04,118016.86,1617.89
2025-07-20 18:00:00,118016.86,118443.65,118016.85,118359.68,1234.0
2025-07-20 19:00:00,118359.68,118563.94,118158.72,118158.72,602.76
2025-07-20 20:00:00,118158.72,118270.96,117857.45,118094.87,1581.4
2025-07-20 21:00:00,118094.87,118160.04,117840.17,118003.2,920.72
2025-07-20 22:00:00,118003.2,118043.15,116475.28,117483.76,4884.34
2025-07-20 23:00:00,117483.76,117559.01,116959.18,117266.62,1549.18
2025-07-21 00:00:00,117266.62,117357.74,116517.72,117355.28,2466.73
2025-07-21 01:00:00,117355.28,117441.15,116783.33,117305.61,1702.73
2025-07-21 02:00:00,117305.61,118185.47,117305.6,118183.81,2051.59
2025-07-21 03:00:00,118183.81,118613.63,118140.46,118402.2,1805.48
2025-07-21 04:00:00,118402.2,118639.15,118280.48,118334.81,1258.35
2025-07-21 05:00:00,118334.81,118427.43,118184.73,118425.97,950.24
2025-07-21 06:00:00,118425.97,119238.38,118284.44,119175.55,2650.56
2025-07-21 07:00:00,119175.55,119653.73,119163.81,119362.82,1801.76
2025-07-21 08:00:00,119362.82,119500.09,118854.84,119015.4,1794.5
2025-07-21 09:00:00,119015.4,119091.6,118536.98,118689.98,1077.55
2025-07-21 10:00:00,118689.98,118809.69,118342.4,118573.81,1467.46
2025-07-21 11:00:00,118573.81,118791.76,118069.42,118070.92,1571.45
2025-07-21 12:00:00,118070.92,118585.42,117773.97,118173.05,2244.09
2025-07-21 13:00:00,118173.05,119104.78,117887.38,118839.92,3363.8
2025-07-21 14:00:00,118839.92,119230.58,118430.34,118826.08,3099.52
2025-07-21 15:00:00,118826.08,119117.98,118274.53,118316.07,2498.26
2025-07-21 16:00:00,118316.07,118395.66,117496.15,117737.31,3900.42
2025-07-21 17:00:00,117737.31,118094.17,117326.33,117845.02,2713.18
2025-07-21 18:00:00,117845.02,118171.24,117088.26,117154.62,2618.68
2025-07-21 19:00:00,117154.62,117518.93,116660.08,116761.49,3470.92
2025-07-21 20:00:00,116761.49,117255.98,116653.25,116941.28,2485.21
2025-07-21 21:00:00,116941.28,117371.69,116880.9,117218.18,1435.39
2025-07-21 22:00:00,117218.18,117634.36,117115.81,117354.32,961.57
2025-07-21 23:00:00,117354.32,117509.41,117110.58,117382.34,1106.1
2025-07-22 00:00:00,117382.34,117518.73,117024.14,117122.83,1490.06
2025-07-22 01:00:00,117122.83,117942.64,116124.66,117750.71,4655.13
2025-07-22 02:00:00,117750.71,117807.42,116968.21,117030.6,1829.98
2025-07-22 03:00:00,117030.6,117265.86,116694.86,117212.85,2027.83
2025-07-22 04:00:00,117212.85,117360.07,116559.11,116561.44,2562.16
2025-07-22 05:00:00,116561.44,117351.35,116556.8,117324.53,2307.01
2025-07-22 06:00:00,117324.53,117840.84,117270.78,117840.37,1725.29
2025-07-22 07:00:00,117840.37,118580.63,117776.28,117984.2,3421.83
2025-07-22 08:00:00,117984.2,118342.81,117485.74,118288.26,2098.69
2025-07-22 09:00:00,118288.26,118648.89,117872.38,118394.32,1946.5
2025-07-22 10:00:00,118394.32,118952.34,118301.29,118952.34,1600.84
2025-07-22 11:00:00,118952.34,119185.04,118777.87,119146.53,2639.48
2025-07-22 12:00:00,119146.53,119408.91,119035.79,119281.77,1938.33
2025-07-22 13:00:00,119281.77,119579.7,118033.29,118148.86,4837.43
2025-07-22 14:00:00,118148.86,119121.14,117553.18,119060.62,3764.18
2025-07-22 15:00:00,119060.62,119181.28,118695.28,118909.62,2071.62
2025-07-22 16:00:00,118909.62,119365.56,118620.37,118679.17,2174.28
2025-07-22 17:00:00,118679.17,119216.21,118386.36,119203.85,1883.16
2025-07-22 18:00:00,119203.85,120197.18,119062.74,119742.56,3793.89
2025-07-22 19:00:00,119742.56,119918.99,119099.44,119281.6,2065.47
2025-07-22 20:00:00,119281.6,119899.6,119202.95,119700.26,1900.67
2025-07-22 21:00:00,119700.26,119767.74,119399.04,119399.04,827.92
2025-07-22 22:00:00,119399.04,120024.76,119393.71,119838.98,1339.39
2025-07-22 23:00:00,119838.98,120242.23,119826.07,119954.35,1293.53
2025-07-23 00:00:00,119954.35,120091.32,119501.45,119550.89,1076.05
